trait	Chr	start	end	e_chr	e_start	e_peak	e_end	logP	var_exp	eQTL_classification	e_length	ens_gene	ext_gene	biotype
M02G9.1b.1	II	10326294	10335588	V	11516185	14649731	15302894	9.3493681682769	0.173194114832579	Distant eQTL	3786709	WBGene00010830	M02G9.1	mRNA
M03A1.7.2	II	4562853	4563546	II	13093425	13265642	13605531	6.16459688400994	0.145569818622351	Distant eQTL	512106	WBGene00000928	dao-2	mRNA
M03B6.3.1	X	13861277	13864294	II	13093425	13265642	13605531	6.64681407986883	0.133572092238443	Distant eQTL	512106	WBGene00010835	M03B6.3	mRNA
M03B6.4.1	X	13858841	13861322	X	13266582	14077651	15080026	13.2180750010338	0.24908997500228	Local eQTL	1813444	WBGene00010836	M03B6.4	mRNA
M03C11.2.2	III	10399172	10405242	III	12297863	12619451	13772968	6.66107685145194	0.129774578259906	Distant eQTL	1475105	WBGene00010839	chl-1	mRNA
M03C11.6.1	III	10421781	10424006	III	5096057	10424064	11255112	9.50444949242336	0.243320922334384	Local eQTL	6159055	WBGene00010843	M03C11.6	mRNA
M03C11.6.2	III	10421785	10424022	III	4546978	10424064	11895272	48.7452719109728	0.735392512679914	Local eQTL	7348294	WBGene00010843	M03C11.6	mRNA
M03C11.7.2	III	10424107	10427984	I	6415	12921	1218959	6.85984912117029	0.133976770277385	Distant eQTL	1212544	WBGene00010844	prp-3	mRNA
M03D4.1d.1	IV	6118215	6121777	V	5306002	7596063	11568833	7.62280521445833	0.141944079389603	Distant eQTL	6262831	WBGene00006974	zen-4	mRNA
M03E7.2.1	V	5617601	5618338	II	619231	946924	1604326	6.7366302020333	0.124541037417051	Distant eQTL	985095	WBGene00019754	M03E7.2	mRNA
M03E7.4.1	V	5609414	5613219	IV	3699373	4430374	6457100	7.1073530073247	0.13279300014588	Distant eQTL	2757727	WBGene00019756	M03E7.4	mRNA
M03E7.4.1	V	5609414	5613219	IV	15038736	15446109	16035396	6.79453537956279	0.126802640244831	Distant eQTL	996660	WBGene00019756	M03E7.4	mRNA
M03E7.4.1	V	5609414	5613219	V	11216597	14654518	15302950	6.56601385769875	0.122406355994229	Distant eQTL	4086353	WBGene00019756	M03E7.4	mRNA
M03F4.6.2	X	4964409	4969359	II	7028	715409	1153025	6.19038666794351	0.114611972871301	Distant eQTL	1145997	WBGene00019759	M03F4.6	mRNA
M03F4.6.2	X	4964409	4969359	V	13594151	14649731	15297957	6.15967002375826	0.123600262292763	Distant eQTL	1703806	WBGene00019759	M03F4.6	mRNA
M03F4.7a.2	X	4969533	4972226	X	2863701	4562158	6385028	7.59038645387948	0.140692971275466	Local eQTL	3521327	WBGene00019760	calu-1	mRNA
M03F8.1.1	V	5951433	5953891	III	2598779	2860369	3249289	6.15979787681819	0.113496581434447	Distant eQTL	650510	WBGene00019761	M03F8.1	mRNA
M03F8.2a.1	V	5943474	5949562	V	4148393	5921949	11415177	22.2684098106468	0.467449503971361	Local eQTL	7266784	WBGene00004206	pst-1	mRNA
M03F8.2b.1	V	5944422	5949562	IV	3699373	4430374	6457100	6.69095073928041	0.156693594092115	Distant eQTL	2757727	WBGene00004206	pst-1	mRNA
M03F8.2b.1	V	5944422	5949562	V	13597140	14654518	15302950	6.51835668472341	0.150452192321335	Distant eQTL	1705810	WBGene00004206	pst-1	mRNA
M03F8.2d.1	V	5943467	5951417	V	4519034	5975017	9367330	10.3983797377292	0.151855251847997	Local eQTL	4848296	WBGene00004206	pst-1	mRNA
M04B2.4.2	IV	11518425	11521037	V	12270528	14447671	15263080	9.89414575298	0.183041385870911	Distant eQTL	2992552	WBGene00010847	M04B2.4	mRNA
M04B2.5c.1	IV	11507809	11509727	II	10244954	10723058	11556225	6.23760945429457	0.12692731212857	Distant eQTL	1311271	WBGene00006678	twk-25	mRNA
M04D5.1.1	I	11334056	11338112	X	14191790	14460051	14739610	6.24158981687162	0.156604174613575	Distant eQTL	547820	WBGene00014807	M04D5.1	mRNA
M05D6.2.2	II	8468105	8470162	II	4432307	7797559	9777260	25.2291448094846	0.626661011654195	Local eQTL	5344953	WBGene00010875	M05D6.2	mRNA
M106.5.2	II	10869028	10870812	II	9979274	10860661	12073701	45.0000877053356	0.626547737544066	Local eQTL	2094427	WBGene00000293	cap-2	mRNA
M106.7.2	II	10855642	10857179	II	10407438	10860661	11296827	7.92097574590032	0.245859474546751	Local eQTL	889389	WBGene00044924	M106.7	mRNA
M110.10.1	II	8214174	8214467	V	15299707	15912905	16627142	9.31001133668368	0.19310828845383	Distant eQTL	1327435	WBGene00195142	M110.10	mRNA
M110.4a.1	II	8216310	8222392	V	19563918	20410593	20900332	6.86459452862081	0.126977029847468	Distant eQTL	1336414	WBGene00002066	ifg-1	mRNA
M116.5.1	IV	8414265	8421061	IV	6055844	8752110	12853936	6.61163558348744	0.157770218904521	Local eQTL	6798092	WBGene00019792	M116.5	mRNA
M116.5.1	IV	8414265	8421061	V	11568833	13728639	14781395	6.17570023438245	0.11380242561994	Distant eQTL	3212562	WBGene00019792	M116.5	mRNA
M116.5.1	IV	8414265	8421061	V	17963469	19016846	20063713	6.40965515262191	0.118293130632411	Distant eQTL	2100244	WBGene00019792	M116.5	mRNA
M117.3.1	IV	11822206	11823989	V	15961042	16236905	16674284	6.47524430571264	0.129340182606365	Distant eQTL	713242	WBGene00010919	M117.3	mRNA
M117.6.1	IV	11827543	11828112	IV	5553943	8994832	13819180	10.7060634108781	0.224135556135375	Distant eQTL	8265237	WBGene00044253	M117.6	mRNA
M117.6.1	IV	11827543	11828112	V	4130765	4773833	5914039	7.13650223454769	0.231921407811044	Distant eQTL	1783274	WBGene00044253	M117.6	mRNA
M142.3	III	10927093	10928909	III	9938332	10924547	11885083	22.4098388612086	0.440243071700157	Local eQTL	1946751	WBGene00014809	M142.3	pseudogenic_transcript
M142.4.1	III	10920336	10926041	I	993217	1549172	1938599	6.23352936085978	0.123985961262635	Distant eQTL	945382	WBGene00006873	vab-7	mRNA
M142.4.1	III	10920336	10926041	V	5306002	7596063	11568833	8.23532831469256	0.168939621829516	Distant eQTL	6262831	WBGene00006873	vab-7	mRNA
M151.2.1	II	3631110	3636024	X	10813722	12379177	12926567	6.18476505484229	0.133155126793897	Distant eQTL	2112845	WBGene00019794	M151.2	mRNA
M151.7.1	II	3622314	3624058	II	3368042	3639909	3893548	6.28379977503929	0.153230216874815	Local eQTL	525506	WBGene00019799	M151.7	mRNA
M151.7.1	II	3622314	3624058	II	8652170	9243856	9737554	6.79126214796035	0.161120405478201	Distant eQTL	1085384	WBGene00019799	M151.7	mRNA
M151.9	II	3629295	3630860	II	2831547	3621475	7589627	36.1771306937243	0.658947750886414	Local eQTL	4758080	WBGene00219238	M151.9	pseudogenic_transcript
M162.12	V	19768261	19770690	V	18345519	20130859	20900332	20.0447463457051	0.401678860945012	Local eQTL	2554813	WBGene00050946	M162.12	pseudogenic_transcript
M162.8.1	V	19776077	19777957	V	18416727	20130859	20900332	9.04670956942586	0.224306642410651	Local eQTL	2483605	WBGene00010934	fbxa-118	mRNA
M162.9	V	19773401	19774975	V	18045216	20130859	20900332	52.0461743900357	0.740526506099573	Local eQTL	2855116	WBGene00014811	M162.9	pseudogenic_transcript
M176.6a.1	II	9431383	9433709	II	8469780	9387327	10640665	42.5418343291997	0.718638963595105	Local eQTL	2170885	WBGene00002199	kin-15	mRNA
M18.5.1	IV	12114810	12121192	X	5590940	7257582	7885130	8.52310487564519	0.158060079153044	Distant eQTL	2294190	WBGene00010890	ddb-1	mRNA
M195.2b.1	II	8360789	8363087	IV	3123524	4430374	15031630	7.29108083533415	0.136296199196436	Distant eQTL	11908106	WBGene00010948	M195.2	mRNA
M195.2b.1	II	8360789	8363087	V	5119167	13722936	15923913	7.84185211132304	0.146729465745861	Distant eQTL	10804746	WBGene00010948	M195.2	mRNA
M195.2b.1	II	8360789	8363087	V	18866071	20030979	20900332	6.97972178486138	0.13035279546282	Distant eQTL	2034261	WBGene00010948	M195.2	mRNA
M195.3.2	II	8363172	8369161	II	619231	946924	1412399	8.07410573591969	0.151679296582368	Distant eQTL	793168	WBGene00000135	amt-3	mRNA
M195.4	II	8376611	8377359	II	5221561	8875992	10715480	8.99089918393429	0.251428418510098	Local eQTL	5493919	WBGene00010949	M195.4	pseudogenic_transcript
M199.134.1	IV	15112931	15113217	X	6218141	7116370	7798884	6.20187607371266	0.13725997107583	Distant eQTL	1580743	WBGene00219395	M199.134	mRNA
M28.10.1	II	10647480	10648676	II	7145463	7779364	8200881	6.3674715883092	0.118026456946577	Distant eQTL	1055418	WBGene00010901	M28.10	mRNA
M28.4.1	II	10643703	10646978	V	19557676	20410593	20900332	6.77159349244934	0.144502977059595	Distant eQTL	1342656	WBGene00010895	M28.4	mRNA
M28.8.2	II	10628261	10633217	II	7685217	10621549	11229164	17.9378841420489	0.456704657688525	Local eQTL	3543947	WBGene00010899	M28.8	mRNA
M4.2	IV	3204559	3210582	IV	1918968	3357610	4956803	14.8641766230365	0.264460475302709	Local eQTL	3037835	WBGene00004240	puf-4	pseudogenic_transcript
M57.1.1	IV	3532467	3539063	IV	2202540	3557485	5924751	11.427169941323	0.246001622130512	Local eQTL	3722211	WBGene00019777	M57.1	mRNA
M57.1.2	IV	3532724	3539063	IV	2060302	3503295	6159679	40.3098507911691	0.643907001685908	Local eQTL	4099377	WBGene00019777	M57.1	mRNA
M60.2.2	X	8242056	8247878	II	13012531	13176850	13527130	6.51481031866141	0.228547480979593	Distant eQTL	514599	WBGene00019779	endu-2	mRNA
M60.2.2	X	8242056	8247878	V	2101581	4860639	13879788	9.47158293353059	0.311867748565871	Distant eQTL	11778207	WBGene00019779	endu-2	mRNA
M60.2.2	X	8242056	8247878	X	1596639	6186665	10382820	13.9852301472515	0.361006713843704	Distant eQTL	8786181	WBGene00019779	endu-2	mRNA
M60.4a.2	X	8232248	8236320	V	16893957	17931354	18913191	7.04371917127235	0.130974842961518	Distant eQTL	2019234	WBGene00019780	M60.4	mRNA
M6.1d.1	X	642156	645724	II	619231	946924	1412399	6.79230135103663	0.129286864951969	Distant eQTL	793168	WBGene00002056	ifc-2	mRNA
M70.1a.1	IV	2245874	2252370	IV	1597553	2237301	2851264	7.67880779900404	0.153470963709234	Local eQTL	1253711	WBGene00019783	M70.1	mRNA
M70.1b.1	IV	2245895	2251405	IV	1677848	2237301	2758101	7.32575073791198	0.146028488311225	Local eQTL	1080253	WBGene00019783	M70.1	mRNA
M88.6a.1	III	4564293	4566282	V	13166974	14649731	15294340	7.76274467471741	0.143924527731581	Distant eQTL	2127366	WBGene00003915	pan-1	mRNA
MTCE.16.1	MtDNA	3389	4269	MtDNA	227	12584	12584	8.51844121689396	0.1865690632108	Local eQTL	12357	WBGene00010961	nduo-2	mRNA
MTCE.23.1	MtDNA	5678	6449	III	6217764	7615059	8705077	6.29676800940997	0.11612836664742	Distant eQTL	2487313	WBGene00010962	ctc-3	mRNA
MTCE.26.1	MtDNA	7827	9428	MtDNA	227	6583	12584	7.99273236904267	0.169837424333598	Local eQTL	12357	WBGene00010964	ctc-1	mRNA
MTCE.4.1	MtDNA	549	783	IV	6471602	10931703	13399981	6.29265289975894	0.110832592366861	Distant eQTL	6928379	WBGene00010958	ndfl-4	mRNA
PAR2.1.1	III	8768311	8769255	III	7495376	8878897	10500696	7.72363757587302	0.261950467348985	Local eQTL	3005320	WBGene00019800	mtss-1	mRNA
PDB1.1c.1	X	7556867	7557336	X	5170327	8022422	9048214	10.6335599288225	0.196239048766044	Local eQTL	3877887	WBGene00019803	PDB1.1	mRNA
R01E6.4a.1	X	13532853	13536459	X	12716900	13304703	14070357	7.47949764684388	0.209982327548617	Local eQTL	1353457	WBGene00000051	acr-12	mRNA
R02C2.6.1	V	238963	240356	V	1191	11722	1479838	10.2360729702616	0.276310715485931	Local eQTL	1478647	WBGene00019817	txt-2	mRNA
R02C2.8	V	243136	244341	V	1191	1714	2056287	25.7489831051191	0.432500226518635	Local eQTL	2055096	WBGene00255728	R02C2.8	pseudogenic_transcript
R02C2.8	V	243136	244341	V	18841714	20410593	20900332	7.02126919778159	0.176271033016112	Distant eQTL	2058618	WBGene00255728	R02C2.8	pseudogenic_transcript
R02D3.1a.2	IV	245114	251926	III	9168703	9911943	10493185	6.39598886895787	0.118031267184597	Distant eQTL	1324482	WBGene00019819	aass-1	mRNA
R02D3.8.1	IV	255966	257203	I	11791104	12723253	13786130	6.51042360334806	0.135460159228949	Distant eQTL	1995026	WBGene00019825	R02D3.8	mRNA
R02E12.8.1	X	4022273	4025584	X	1584403	4136277	5464089	14.0106138385186	0.274011753882192	Local eQTL	3879686	WBGene00000049	acr-10	mRNA
R02F2.9.1	III	5499190	5499976	X	8588592	9264902	10067300	6.45412979230619	0.173593502618579	Distant eQTL	1478708	WBGene00019838	R02F2.9	mRNA
R03A10.4a.2	X	15441731	15443730	III	12034510	12336869	12725522	6.13888305853946	0.153011331876328	Distant eQTL	691012	WBGene00010984	nkat-3	mRNA
R03A10.6.1	X	15466300	15470778	X	7879434	8538681	9170993	6.5230692642076	0.120464049681045	Distant eQTL	1291559	WBGene00010986	sprr-1	mRNA
R03D7.2.1	II	10932712	10935184	II	10021237	10923881	11841306	8.7870895535539	0.371331084482529	Local eQTL	1820069	WBGene00010989	R03D7.2	mRNA
R03D7.5a.1	II	10947561	10949263	V	19563918	20410593	20900332	6.16579934336303	0.113612013548074	Distant eQTL	1336414	WBGene00010991	R03D7.5	mRNA
R03E1.1.2	X	14164569	14170746	X	11830006	14103573	14696495	8.42254197427661	0.156905825761965	Local eQTL	2866489	WBGene00006369	sym-4	mRNA
R03E9.2.1	X	6729997	6733315	X	5420438	6588225	9258120	10.1731058554732	0.252750850336847	Local eQTL	3837682	WBGene00019843	R03E9.2	mRNA
R03G5.2.2	X	7816720	7821048	II	7028	209512	749410	6.14405501914627	0.114556761671248	Distant eQTL	742382	WBGene00004758	sek-1	mRNA
R03G5.6.1	X	7805629	7809134	X	11363995	12850823	13448004	6.97730834285384	0.135192142489643	Distant eQTL	2084009	WBGene00019847	R03G5.6	mRNA
R03G8.3.2	X	13091110	13094416	X	11979994	13125404	14751322	25.6313540641593	0.446900349844698	Local eQTL	2771328	WBGene00010998	R03G8.3	mRNA
R03G8.4	X	13101304	13104205	X	10541860	13124139	14339223	21.0945305977792	0.386000155396059	Local eQTL	3797363	WBGene00010999	R03G8.4	pseudogenic_transcript
R03H10.6.1	II	4171266	4173498	II	1235906	4238589	4731477	8.571822383154	0.160395646726657	Local eQTL	3495571	WBGene00019858	R03H10.6	mRNA
R04B3.2.1	X	2471540	2473718	I	6415	1549172	1938599	7.38519023902366	0.15923940544451	Distant eQTL	1932184	WBGene00019867	R04B3.2	mRNA
R04B5.5.1	V	10087480	10088998	II	11710124	11958857	12136852	6.33953157486306	0.213001634705695	Distant eQTL	426728	WBGene00011003	R04B5.5	mRNA
R04B5.5.1	V	10087480	10088998	V	2127613	4860639	13724872	15.4527271353323	0.351550622787145	Distant eQTL	11597259	WBGene00011003	R04B5.5	mRNA
R04B5.5.1	V	10087480	10088998	X	6145154	8927830	12227564	12.4883505658921	0.27462399183614	Distant eQTL	6082410	WBGene00011003	R04B5.5	mRNA
R04D3.4.2	X	13287775	13288817	II	3797975	4390601	5056463	6.28279894837264	0.117479581280275	Distant eQTL	1258488	WBGene00011012	R04D3.4	mRNA
R04E5.9.2	X	8806189	8811035	X	2972368	8829111	9659852	7.75044823930551	0.143694311561136	Local eQTL	6687484	WBGene00019872	R04E5.9	mRNA
R04F11.4c.1	V	12320187	12337766	V	7664851	12731687	14285956	6.93704949360485	0.141278411256061	Local eQTL	6621105	WBGene00006668	twk-13	mRNA
R05A10.2.1	IV	14177200	14178940	V	18965309	20060851	20900332	6.94834357666903	0.129752043911517	Distant eQTL	1935023	WBGene00011019	R05A10.2	mRNA
R05A10.6.1	IV	14165776	14168469	IV	13007258	14159254	17113776	14.0683587547398	0.256088538626243	Local eQTL	4106518	WBGene00011023	R05A10.6	mRNA
R05C11.2.1	IV	2057878	2059111	IV	1177760	2030146	2857918	51.7360897927623	0.784678134016044	Local eQTL	1680158	WBGene00019874	R05C11.2	mRNA
R05D7.5c.1	I	12186216	12188742	II	4483782	5247623	7323087	7.12757538683614	0.132570176061864	Distant eQTL	2839305	WBGene00011030	R05D7.5	mRNA
R05D8.9.1	V	2766234	2767503	V	1976025	2735528	4209084	6.35092933671377	0.125193976838437	Local eQTL	2233059	WBGene00019886	R05D8.9	mRNA
R05G9R.1.1	II	6509500	6514011	III	11514718	11891019	12221934	6.8281927647903	0.13454225340087	Distant eQTL	707216	WBGene00019906	R05G9R.1	mRNA
R05G9R.1.1	II	6509500	6514011	IV	15038736	15446109	16032029	6.2087069375183	0.116037785988785	Distant eQTL	993293	WBGene00019906	R05G9R.1	mRNA
R05H10.1.2	II	14851831	14853608	II	13909278	14906775	15272855	12.3551806302567	0.286813680520395	Local eQTL	1363577	WBGene00011042	R05H10.1	mRNA
R05H10.2.2	II	14857253	14866669	II	13519190	14572783	15272855	15.2387092052403	0.300939643987796	Local eQTL	1753665	WBGene00011043	rbm-28	mRNA
R05H10.5a.2	II	14867663	14869577	II	14022525	14555009	15272855	9.56336172890919	0.25747798687705	Local eQTL	1250330	WBGene00011045	gpx-2	mRNA
R05H10.5a.2	II	14867663	14869577	V	1927151	2309648	4116419	8.01788425367713	0.234898934946969	Distant eQTL	2189268	WBGene00011045	gpx-2	mRNA
R05H10.5b.1	II	14866766	14869028	II	14295590	15113045	15272855	6.78557060872668	0.195988242169943	Local eQTL	977265	WBGene00011045	gpx-2	mRNA
R05H10.7.1	II	14855529	14857019	IV	2681865	3388141	4046022	6.22241263354257	0.135795632626883	Distant eQTL	1364157	WBGene00011046	R05H10.7	mRNA
R06A4.10b.1	II	14373855	14377896	II	13290058	14378976	15272855	28.0503390218611	0.484557968022678	Local eQTL	1982797	WBGene00000059	acr-20	mRNA
R06A4.10c.1	II	14373988	14377877	II	7028	300923	1203610	6.74421419022105	0.161225450481059	Distant eQTL	1196582	WBGene00000059	acr-20	mRNA
R06A4.10c.1	II	14373988	14377877	III	5767019	6453825	7119950	6.52349408616318	0.136993313169358	Distant eQTL	1352931	WBGene00000059	acr-20	mRNA
R06A4.8.2	II	14350713	14357570	II	13798462	14090104	14682521	6.34203816114687	0.160780013846031	Local eQTL	884059	WBGene00011050	agl-1	mRNA
R06B9.1.1	II	13763423	13765621	II	13267486	14884692	15272855	12.0680726426051	0.225661594527493	Distant eQTL	2005369	WBGene00011052	arrd-11	mRNA
R06B9.2a.1	II	13766252	13768441	IV	43186	536867	844609	6.38369488194838	0.12043737550629	Distant eQTL	801423	WBGene00011053	arrd-12	mRNA
R06B9.3.1	II	13758414	13761235	II	1604425	2701077	3264531	6.41816900335815	0.16456734572718	Distant eQTL	1660106	WBGene00011054	arrd-13	mRNA
R06B9.3.1	II	13758414	13761235	II	13098624	13839152	14139853	18.635449609222	0.365543956017134	Local eQTL	1041229	WBGene00011054	arrd-13	mRNA
R06B9.3.1	II	13758414	13761235	III	11681466	12000745	12304347	6.73421628412914	0.124502337841235	Distant eQTL	622881	WBGene00011054	arrd-13	mRNA
R06B9.3.2	II	13758404	13761235	II	13106619	13839152	14139853	26.0371946716177	0.443226968987834	Local eQTL	1033234	WBGene00011054	arrd-13	mRNA
R06B9.3.2	II	13758404	13761235	III	11681466	12000745	12304347	7.97833476904515	0.152775128455931	Distant eQTL	622881	WBGene00011054	arrd-13	mRNA
R06B9.3.2	II	13758404	13761235	IV	1576746	1968707	2471433	6.7622153154288	0.16856197890793	Distant eQTL	894687	WBGene00011054	arrd-13	mRNA
R06B9.3.2	II	13758404	13761235	V	17701831	18117183	19563918	7.64271729956948	0.177012171819244	Distant eQTL	1862087	WBGene00011054	arrd-13	mRNA
R06C1.3a.1	I	11924541	11929513	I	4921983	11940016	14015556	15.0302210019767	0.283365618286904	Local eQTL	9093573	WBGene00006958	wve-1	mRNA
R06C1.3b.1	I	11925275	11927435	I	7282216	12102116	13868206	9.86463284631973	0.188904227260016	Local eQTL	6585990	WBGene00006958	wve-1	mRNA
R06F6.1.2	II	10785135	10787270	I	3757514	8471837	11513251	6.80820428687913	0.126481975955746	Distant eQTL	7755737	WBGene00000411	cdl-1	mRNA
R07A4.4.1	X	10751647	10757708	I	13888847	14700446	15058146	6.36606740893754	0.132821712142964	Distant eQTL	1169299	WBGene00011075	R07A4.4	mRNA
R07A4.4.1	X	10751647	10757708	IV	3699373	4430374	6457100	6.54406261198918	0.136565274581605	Distant eQTL	2757727	WBGene00011075	R07A4.4	mRNA
R07B1.3.1	X	9858339	9861738	V	11128459	14650622	15302950	8.63457353728488	0.173260260732978	Distant eQTL	4174491	WBGene00011076	scav-5	mRNA
R07B1.9.1	X	9877417	9881501	V	13166974	14649731	15294340	6.88882728000701	0.127437748561554	Distant eQTL	2127366	WBGene00011081	R07B1.9	mRNA
R07B7.2a.2	V	12056562	12059749	V	4130765	12023320	14613061	33.4521502617584	0.548537573582729	Local eQTL	10482296	WBGene00011087	R07B7.2	mRNA
R07B7.2b.1	V	12056562	12059749	II	1604425	2476363	3264531	7.54110537675402	0.0999604428477663	Distant eQTL	1660106	WBGene00011087	R07B7.2	mRNA
R07B7.2b.1	V	12056562	12059749	V	4148393	12023320	15469512	42.6196787360971	0.675893294705404	Local eQTL	11321119	WBGene00011087	R07B7.2	mRNA
R07B7.2b.1	V	12056562	12059749	X	303285	769345	2053763	6.20889806810827	0.23454446791862	Distant eQTL	1750478	WBGene00011087	R07B7.2	mRNA
R07B7.2c.1	V	12056562	12059749	II	1604425	2476363	4526844	11.3711301772069	0.0790372258186662	Distant eQTL	2922419	WBGene00011087	R07B7.2	mRNA
R07B7.2c.1	V	12056562	12059749	V	5057228	12023320	16722984	36.7129377071719	0.772770893659665	Local eQTL	11665756	WBGene00011087	R07B7.2	mRNA
R07B7.2c.1	V	12056562	12059749	X	303285	769345	2053763	8.23883078629839	0.261122507394959	Distant eQTL	1750478	WBGene00011087	R07B7.2	mRNA
R07B7.2d.1	V	12056562	12059749	V	2056169	12023320	15414460	60.8671887114323	0.738316122313991	Local eQTL	13358291	WBGene00011087	R07B7.2	mRNA
R07B7.2d.1	V	12056562	12059749	X	7915981	8581338	9283086	8.36105724269738	0.337668531316527	Distant eQTL	1367105	WBGene00011087	R07B7.2	mRNA
R07C12.1.1	IV	4152459	4154077	I	1099355	1703084	2187602	7.40046285555378	0.139653528748306	Distant eQTL	1088247	WBGene00019931	R07C12.1	mRNA
R07C12.1.1	IV	4152459	4154077	IV	2194381	4259608	8129515	26.3850975958281	0.52102135248573	Local eQTL	5935134	WBGene00019931	R07C12.1	mRNA
R07C12.1.1	IV	4152459	4154077	V	4157672	4938946	6679927	6.31390743001638	0.19920179724163	Distant eQTL	2522255	WBGene00019931	R07C12.1	mRNA
R07C12.2	IV	4148141	4150055	IV	2060302	4259608	8272382	49.1382050903332	0.768140132494857	Local eQTL	6212080	WBGene00019932	R07C12.2	pseudogenic_transcript
R07C12.4	IV	4150572	4152251	IV	2060302	4259608	13405792	43.2235842607982	0.613188471647342	Local eQTL	11345490	WBGene00019934	R07C12.4	pseudogenic_transcript
R07C3.11a.1	II	907448	909631	II	13108012	13339660	13788663	7.15699189238732	0.17019943081718	Distant eQTL	680651	WBGene00019927	fbxc-24	mRNA
R07C3.12	II	920859	922906	I	5962443	10827365	11893872	6.46970073527449	0.190454208847935	Distant eQTL	5931429	WBGene00019928	clec-44	pseudogenic_transcript
